gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
657032060	8f79c802-a58c-447f-99aa-1d6a0790825a	dca0b5de-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Shoal Creek at Schermerhorn Park, South of Galena on Hwy 26	b554c320-0560-11d8-b851-b8a03c50a862	37.042	-94.643					1995-11-09T00:00Z	9	11	1995	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	29827		Ghedotti, Michael J	http://creativecommons.org/licenses/by/4.0/deed.en_US		Ghedotti, Michael J; Fuselier, Linda C; Grose, Michael J; Fielitz, Christopher; Wolfe, Jacy R; Casey, S L; Berendzen, Peter B			2015-06-06T00:37Z		
657035436	8f79c802-a58c-447f-99aa-1d6a0790825a	dcb8e3a1-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Illinois River, 1 mi. NE of Scraper	b554c320-0560-11d8-b851-b8a03c50a862	36.0957	-94.8291					1948-03-06T00:00Z	6	3	1948	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	37573		Wiley, Edward O	http://creativecommons.org/licenses/by/4.0/deed.en_US		Tulsa uncataloged collection			2015-06-06T00:37Z		
657037300	8f79c802-a58c-447f-99aa-1d6a0790825a	dcc18bb4-1ed3-11e3-bfac-90b11c41863e	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Luna Branch of Illinois River at Chewey Bridge	b554c320-0560-11d8-b851-b8a03c50a862	36.1039	-94.7621					1974-10-12T00:00Z	12	10	1974	2382397	2382397	PRESERVED_SPECIMEN	KU	KUI	31366		Lindsay, Hague L	http://creativecommons.org/licenses/by/4.0/deed.en_US		Bell, Reuben P; Graham, Pat W			2014-12-17T20:08Z		
607718677	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:SU (ICH):2571	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	At the mouth.	66522820-055c-11d8-b84e-b8a03c50a862	39.07795	-84.43201									2382397	2382397	PRESERVED_SPECIMEN	CAS	SU (ICH)	2571					C.H. Gilbert & Henshall (or Meek)			2015-12-21T18:35Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
607769196	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:SU (ICH):1045	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Mexico, Indiana.	66522820-055c-11d8-b84e-b8a03c50a862	40.82209	-86.11335									2382397	2382397	PRESERVED_SPECIMEN	CAS	SU (ICH)	1045					Kirsch, Philip H.			2015-12-21T18:37Z		GEODETIC_DATUM_ASSUMED_WGS84
607784048	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:SU (ICH):2190	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	LOGANSPORT,IND.	66522820-055c-11d8-b84e-b8a03c50a862	40.75831	-86.3643									2382397	2382397	PRESERVED_SPECIMEN	CAS	SU (ICH)	2190					EVERMANN & WOOLMAN			2015-12-21T18:38Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
723585105	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lick Run	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.87667	-76.3775					1976-07-27T00:00Z	27	7	1976	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	286985								2014-06-05T15:11Z		GEODETIC_DATUM_ASSUMED_WGS84
723585108	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Cove Creek	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.79167	-78.08					1978-08-07T00:00Z	7	8	1978	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	286988								2014-06-05T15:11Z		GEODETIC_DATUM_ASSUMED_WGS84
723585109	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Spring Run	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.85694	-78.04389					1978-08-09T00:00Z	9	8	1978	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	286989								2014-06-05T15:11Z		GEODETIC_DATUM_ASSUMED_WGS84
723585110	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Driftwood Branch Sinnemahoning Creek [upstream of Emporium]	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.51889	-78.25639					1978-09-11T00:00Z	11	9	1978	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	286990								2014-06-05T15:11Z		GEODETIC_DATUM_ASSUMED_WGS84
723585119	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sinnemahoning Portage Creek	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.52278	-78.21611					1980-08-04T00:00Z	4	8	1980	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	286999								2014-06-05T15:11Z		GEODETIC_DATUM_ASSUMED_WGS84
472940356	5d6c10bd-ea31-4363-8b79-58c96d859f5b	urn:catalog:CAS:ICH:7261	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lake Maxinkuckee.	66522820-055c-11d8-b84e-b8a03c50a862	41.20011	-86.41679					1926-10-01T00:00Z	1	10	1926	2382397	2382397	PRESERVED_SPECIMEN	CAS	ICH	7261		Halstead, B. W.			Clark & Fisher			2015-12-21T18:35Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
895382061	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__22977	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Darby Creek, in a roadside park upstream from the SR-42 bridge, 1.2 mi NW of Plain City, Jerome township	5ffa575c-fcd4-4583-9611-545f67b04316	40.1228	-83.2744					1973-05-05T00:00Z	5	5	1973	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 22977					Cavender, T. M. (Ted M.) & Class			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
895383467	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__31842	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tuma Run, bridge on SR-13 N of Utica, 2.4 mi N of Utica, Morgan township	5ffa575c-fcd4-4583-9611-545f67b04316	40.2686	-82.4503					1973-07-09T00:00Z	9	7	1973	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 31842					Jezerinac, R. F. (Raymond Felix)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895383569	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__31433	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Scioto River, Upper Scioto River Basin, Ohio, township n/a	5ffa575c-fcd4-4583-9611-545f67b04316	40.1606	-83.1294					1976-01-01T00:00Z	1	1	1976	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 31433					Cavender, T. M. (Ted M.)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895383776	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__31950	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	North Fork Licking River, at CR-26 (Mink St), 5.4 mi SW of Brandon, Milford township	5ffa575c-fcd4-4583-9611-545f67b04316	40.2698	-82.5739					1973-07-17T00:00Z	17	7	1973	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 31950					Thoma, R. (Roger)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895383833	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__32921	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	South Fork Licking River tributary, bridge on CR-35 (Beaver Run Rd) about 0.4 mi W of CR-40 (Outville Rd), 1.7 mi NW of Kirkersville, Harrison township	5ffa575c-fcd4-4583-9611-545f67b04316	39.9814	-82.606					1976-05-19T00:00Z	19	5	1976	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 32921					Jezerinac, R. F. (Raymond Felix) & Lea, C. (Carol)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895384227	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__33993	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Elk River, at mout of Obrion Creek, 3.9 mi W of Strange Creek, District B	5ffa575c-fcd4-4583-9611-545f67b04316	38.5657	-80.9542					1970-05-10T00:00Z	10	5	1970	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 33993					Stein, C. B. (Carol B.) et al.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895384936	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__36037	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	unnamed pond, pond at Lorain County Metro Park 4 mi SE of Vermillion, 4.2 mi NW of South Amherst, Brownhelm township	5ffa575c-fcd4-4583-9611-545f67b04316	41.3833	-82.3083					1976-07-20T00:00Z	20	7	1976	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 36037					Cavender, T. M. (Ted M.) & Class			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
895385190	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__36794	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Marvin Creek, at US-6 bridge in Smethport up- and down-stream 50 yds, 1 mi E of Smethport, Keating township	5ffa575c-fcd4-4583-9611-545f67b04316	41.8102	-78.4296					1975-02-01T00:00Z	1	2	1975	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 36794					White, A. M. (Andrew M.) et al.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
899104367	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:26794	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Standing Rock	609765e0-4ce8-11db-b80e-b8a03c50a862	35.7514	-94.9181					1952-06-17T00:00Z	17	6	1952	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	26794.0				Sam Noble Oklahoma Museum of Natural History	Gordon Hall			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899105371	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:36378	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	0.5 mile below bridge at Tahlequah	609765e0-4ce8-11db-b80e-b8a03c50a862	35.912	-94.9303					1959-05-03T00:00Z	3	5	1959	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	36378.0				Sam Noble Oklahoma Museum of Natural History	Carl Riggs; Moore; Goodman			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
899128128	71e6db8e-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:FISH:66563	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	P-5 Riffles: Hwy 56, 4.4 miles NE of Calico Rock, 0.9 miles west of Fourty-Four	609765e0-4ce8-11db-b80e-b8a03c50a862	36.1494	-92.0753					1995-07-26T00:00Z	26	7	1995	2382397	2382397	PRESERVED_SPECIMEN	OMNH	FISH	66563.0				Sam Noble Oklahoma Museum of Natural History	Bill Matthews; Edie Marsh-Matthews; Chris Taylor			2015-08-26T09:20Z		GEODETIC_DATUM_ASSUMED_WGS84
883443527	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Buttermilk Creek (PFBC site #4463)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.46006	-75.85104					2005-08-09T00:00Z	9	8	2005	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617073								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443540	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Licking Creek (PFBC site #2296)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.01444	-77.98389					1981-08-13T00:00Z	13	8	1981	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617016								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443541	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Wapwallopen Creek (PFBC site #5147)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.09418	-76.12407					2008-08-11T00:00Z	11	8	2008	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617192								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443558	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Wills Creek (PFBC site #2387)	c3ad790a-d426-4ac1-8e32-da61f81f0117	39.8325	-78.71389					1981-07-30T00:00Z	30	7	1981	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617028								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443587	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Blacklog Creek (PFBC site #2621)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.24611	-77.89972					1981-08-14T00:00Z	14	8	1981	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617063								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443603	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Cove Creek (PFBC site #2454)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.00555	-78.41944					1981-07-16T00:00Z	16	7	1981	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617091								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443637	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	First Fork Sinnemahoning Creek (PFBC site #9193)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.53389	-78.0225					1980-07-01T00:00Z	1	7	1980	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617130								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443709	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	South Branch Towanda Creek (PFBC site #3754)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.62389	-76.4375					2001-07-24T00:00Z	24	7	2001	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617277								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443791	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Raystown Branch Juniata River (PFBC site #77)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.20604	-78.25241					2009-07-14T00:00Z	14	7	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617259								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443798	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sugar Creek (PFBC site #3582)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.7625	-76.69945					2000-07-05T00:00Z	5	7	2000	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617292								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443804	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Pine Creek (PFBC site #27)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.46731	-77.50218					2008-07-29T00:00Z	29	7	2008	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617243								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443836	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tunkhannock Creek (PFBC site #3430)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.63333	-75.73861					1999-08-02T00:00Z	2	8	1999	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617328								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443873	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Susquehanna River; directly below Haldeman Riffles, 75m from RDB.	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.05753	-76.62981					2010-07-27T00:00Z	27	7	2010	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617775								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443895	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Wiconisco Creek (PFBC site #4556)	c3ad790a-d426-4ac1-8e32-da61f81f0117	40.53373	-76.90636					2009-08-13T00:00Z	13	8	2009	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617358								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883443946	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tunkhannock Creek (PFBC site #3432)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.60444	-75.82306					1999-08-02T00:00Z	2	8	1999	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617329								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
883444016	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Tunkhannock Creek (PFBC site #3429)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.66583	-75.715					1999-08-02T00:00Z	2	8	1999	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617327								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
891306177	4e5552d1-5eaf-40a3-b48b-01f92da22f17		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	250M Downstream of Bridge on Middlebrook Rd, Carroll Creek	ff418020-1d67-11d9-8435-b8a03c50a862	43.64667	-80.47					1995-11-05T00:00Z	5	11	1995	2382397	2382397	PRESERVED_SPECIMEN	Royal Ontario Museum: ROM	Fishes	70518	6419-01	Holm, E.	http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM	Fitzgerald, D.			2014-11-24T17:06Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
891312311	4e5552d1-5eaf-40a3-b48b-01f92da22f17		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	CA	BLACK CREEK@ROGERVILLE RD, AUSABLE RIVER	ff418020-1d67-11d9-8435-b8a03c50a862	43.41637999905812	-81.48916					2002-08-29T00:00Z	29	8	2002	2382397	2382397	PRESERVED_SPECIMEN	Royal Ontario Museum: ROM	Fishes	76695	AUSR02-21	unknown	http://creativecommons.org/licenses/by-nc/3.0/	Royal Ontario Museum; ROM	SCOTT GIBSON, JOSH CLARK, ERIN DOLMAGE			2014-11-24T17:06Z		COORDINATE_REPROJECTED
925686364	e90a588b-0eed-4077-8a4f-7e61da35b3f8	b96d75e6-f301-11e3-8701-005056a90e32	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big River at bridge 0.5 mi upstream of MO Hwy 30 in Cedar Hill (next to old feed mill and store)	79324e30-d4c7-11d8-bf69-b8a03c50a862	38.34861	-90.64972					1991-05-12T00:00Z	12	5	1991	2382397	2382397	PRESERVED_SPECIMEN	UA	UAIC	10356.19		A.M. Simons/1991	http://creativecommons.org/publicdomain/zero/1.0		B.R. Kuhajda, S.R. Layman, A.M. Simons			2015-02-17T07:00Z		COORDINATE_ROUNDED
925698191	e90a588b-0eed-4077-8a4f-7e61da35b3f8	ba38b837-f301-11e3-8701-005056a90e32	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lookout Mountain Creek near Trenton, Georgia	79324e30-d4c7-11d8-bf69-b8a03c50a862	34.87194	-85.50917					1962-07-14T00:00Z	14	7	1962	2382397	2382397	PRESERVED_SPECIMEN	UA	UAIC	01626.03			http://creativecommons.org/publicdomain/zero/1.0		J.D. Williams and A. Williams			2015-02-17T07:00Z		COORDINATE_ROUNDED
925699245	e90a588b-0eed-4077-8a4f-7e61da35b3f8	ba492292-f301-11e3-8701-005056a90e32	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Little Bear Creek in vicinity of bridge crossing creek	79324e30-d4c7-11d8-bf69-b8a03c50a862	34.42583	-87.92833					1965-10-09T00:00Z	9	10	1965	2382397	2382397	PRESERVED_SPECIMEN	UA	UAIC	01782.01			http://creativecommons.org/publicdomain/zero/1.0		B.R. Wall and R.D. Caldwell			2015-02-17T07:00Z		COORDINATE_ROUNDED
925710731	e90a588b-0eed-4077-8a4f-7e61da35b3f8	bb1d89a7-f301-11e3-8701-005056a90e32	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Liberty Creek at Co. Rd. 4290, 2.3 mi NW of Shady Grove	79324e30-d4c7-11d8-bf69-b8a03c50a862	35.64083	-86.03417					1977-07-09T00:00Z	9	7	1977	2382397	2382397	PRESERVED_SPECIMEN	UA	UAIC	03384.17		R.W. Bouchard	http://creativecommons.org/publicdomain/zero/1.0		R.W. Bouchard			2015-02-17T07:00Z		COORDINATE_ROUNDED
