gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
883443972	d6cc311c-c5ab-4f23-9a20-10514f9eb9c4		Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	West Creek (PFBC site #9357)	c3ad790a-d426-4ac1-8e32-da61f81f0117	41.47111	-78.35416					1980-08-05T00:00Z	5	8	1980	2382397	2382397	HUMAN_OBSERVATION	USGS-NAS	NAS	617349								2014-06-05T21:07Z		GEODETIC_DATUM_ASSUMED_WGS84
868358914	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__100473	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Middle Fork Laurel Run, SR 180 RM 0.1, 1.78 miles west of South Perry OH, Perry township	5ffa575c-fcd4-4583-9611-545f67b04316	39.4972	-82.7025					1992-09-04T00:00Z	4	9	1992	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 100473		C., T. M.			Grow, J. (Jim)			2015-11-30T22:38Z		GEODETIC_DATUM_ASSUMED_WGS84
868360785	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__102020	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Beaver Creek, at SR 54, 1 mile S of South Vienna OH, Harmony Township	5ffa575c-fcd4-4583-9611-545f67b04316	39.9125	-83.6114					2004-10-01T00:00Z	1	10	2004	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 102020		C., T. M.			Kibbey, M. (Marc) & Reider, K.			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868362826	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__104083	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	St. Joseph River, ust South Nottawa Street, at Mendon MI	5ffa575c-fcd4-4583-9611-545f67b04316	42.0064	-85.4336					2005-08-26T00:00Z	26	8	2005	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 104083		C., T. M.			Hersha, L. (Lon)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868364673	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__105768	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Great Miami River adjacent powerplant dst lowhead dam @ R.M. 26.9	5ffa575c-fcd4-4583-9611-545f67b04316	39.3112	-84.6333					2007-08-14T00:00Z	14	8	2007	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 105768		Kibbey, M. R. (Marc R.)						2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868366160	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__107127	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Scioto River @ R.M. 123.5	5ffa575c-fcd4-4583-9611-545f67b04316	39.8793	-83.0184					2007-07-18T00:00Z	18	7	2007	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 107127		Kibbey, M. R. (Marc R.)						2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868375497	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__12692	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Adena Brook, at mouth of Big Run, 2.8 mi S of Riverlea, Columbus city	5ffa575c-fcd4-4583-9611-545f67b04316	40.0422	-83.0275					1960-09-28T00:00Z	28	9	1960	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 12692					Trautman, M. B. (Milton Bernard) & Thatcher, T. O. (Tom)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868376520	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__13496	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek, Sec 3 of Hamilton township, ~1.2 mi NW of Lockbourne, Columbus city	5ffa575c-fcd4-4583-9611-545f67b04316	39.8206	-82.9853					1962-07-25T00:00Z	25	7	1962	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 13496					Trautman, M. B. (Milton Bernard), Veth, D. E. (Donald E.) & McLean, E. B. (E. Bruce)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868378935	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__15970	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Darby Creek, from Commercial Point bridge to Darbyville, near Darbyville, Scioto township	5ffa575c-fcd4-4583-9611-545f67b04316	39.7324	-83.134					1962-07-04T00:00Z	4	7	1962	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 15970					Trautman, M. B. (Milton Bernard) & McLean, E. B. (E. Bruce)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868379412	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__16462	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	West Branch Huron River, at Monroeville bridge, 0.2 mi SE of Monroeville, Ridgefield township	5ffa575c-fcd4-4583-9611-545f67b04316	41.2418	-82.6946					1950-07-17T00:00Z	17	7	1950	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 16462					Norrocky, J. M. (James M.)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868381886	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__19	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Walhonding River, dst Six Mile Dam, 3 mi E of Warsaw, Bethlehem township	5ffa575c-fcd4-4583-9611-545f67b04316	40.3281	-81.9646					1939-09-30T00:00Z	30	9	1939	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 19					Trautman, M. B. (Milton Bernard)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868385673	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__2328	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek, within Franklin/Pickaway Co, Pickaway County, township n/a	5ffa575c-fcd4-4583-9611-545f67b04316	39.7985	-83.0012					1940-11-08T00:00Z	8	11	1940	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 2328					Trautman, M. B. (Milton Bernard) & Wickliff, E. L. (Edward L.)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868385779	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__23404	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek, at US-36 bridge, 1.1 mi NE of Sunbury, Trenton township	5ffa575c-fcd4-4583-9611-545f67b04316	40.2516	-82.8462					1973-08-11T00:00Z	11	8	1973	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 23404					Willis, C. F. (Chuck)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868386210	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__23851	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek, downstream from Livingston Ave bridge, 2.5 mi SE of Whitehall, Columbus city	5ffa575c-fcd4-4583-9611-545f67b04316	39.9407	-82.861					1974-03-21T00:00Z	21	3	1974	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 23851					Yoder, C. (Chris), Kachmarik & Crunkilton, R. (Ron)			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868387570	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__25128	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Darby Creek, Brown Township, near Plain City, Brown township	5ffa575c-fcd4-4583-9611-545f67b04316	40.0408	-83.2525					1979-08-29T00:00Z	29	8	1979	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 25128					Martin, G. (Gary) & Korecko, L.			2015-11-30T22:39Z		GEODETIC_DATUM_ASSUMED_WGS84
868388809	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__26533	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Saint Joseph River, SDG Collection No. 149, at Newville IN, Newville Township	5ffa575c-fcd4-4583-9611-545f67b04316	41.3474	-84.8439					1941-07-02T00:00Z	2	7	1941	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 26533					Gerking, S. D. (Shelby D.) & Stullken			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868389425	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__27209	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Raccoon Creek, SDG Site No. 193, 6 miles SW of Rockville IN, (Wabash Township)	5ffa575c-fcd4-4583-9611-545f67b04316	39.7093	-87.3229					1941-07-19T00:00Z	19	7	1941	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 27209					Gerking, S. D. (Shelby D.) & Stullken			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868392049	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__29707	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Flatrock River, SDG Site No. 387, 4 miles S of New Castle IN, (Franklin Township)	5ffa575c-fcd4-4583-9611-545f67b04316	39.8497	-85.3532					1942-06-28T00:00Z	28	6	1942	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 29707					Gerking, S. D. (Shelby D.) & Hamke			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868394143	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__32447	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Clear Fork Licking River, bridge on TR-102 (Chatham Rd) about 0.1 mi W of SR-657, 2.8 mi W of Saint Louisville, Newton township	5ffa575c-fcd4-4583-9611-545f67b04316	40.1577	-82.457					1974-08-13T00:00Z	13	8	1974	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 32447					Jezerinac, R. F. (Raymond Felix), Martin, C. (Charles) & Nichols, D.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868394230	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__32515	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sycamore Creek, bridge on CR-26 (Mink St) about 0.2 mi S of CR-27 (Sycamore Rd), 4.3 mi W of Brandon, Milford township	5ffa575c-fcd4-4583-9611-545f67b04316	40.3136	-82.5712					1974-06-30T00:00Z	30	6	1974	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 32515					Jezerinac, R. F. (Raymond Felix) & Dougtery, R.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868394507	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__3298	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Auglaize River, at Buckland, ~0.4 mi SE of Buckland, Moulton township	5ffa575c-fcd4-4583-9611-545f67b04316	40.6201	-84.2545					1941-07-08T00:00Z	8	7	1941	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 3298					Trautman, M. B. (Milton Bernard)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868394705	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__33068	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Raccoon Creek, bridge on SR-37 about 0.25 mi N of SR-161, 0.4 mi S of Granville, Granville township	5ffa575c-fcd4-4583-9611-545f67b04316	40.0622	-82.5208					1972-06-25T00:00Z	25	6	1972	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 33068					Jezerinac, R. F. (Raymond Felix)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868394747	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__33164	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Raccoon Creek, Church St bridge 0.3 mi E of 21st St, 1.6 mi W of Newark, Newark city	5ffa575c-fcd4-4583-9611-545f67b04316	40.0577	-82.4243					1972-07-04T00:00Z	4	7	1972	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 33164					Jezerinac, R. F. (Raymond Felix)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868396104	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__3513	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Auglaize River, Sec 22 of Logan township, ~4.3 mi N of Buckland, Logan township	5ffa575c-fcd4-4583-9611-545f67b04316	40.6842	-84.2689					1941-10-14T00:00Z	14	10	1941	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 3513					Trautman, M. B. (Milton Bernard)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868396692	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__35600	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek, at Lockbourne Rd bridge, 2.5 mi SW of Obetz, Hamilton township	5ffa575c-fcd4-4583-9611-545f67b04316	39.8497	-82.9716					1959-10-30T00:00Z	30	10	1959	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 35600					Pflieger, W. L. (William L.)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868397694	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__36873	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Potato Creek, 1 mi N of Smethport at Mr. Angell's bridge, 2.4 mi NE of Smethport, Keating township	5ffa575c-fcd4-4583-9611-545f67b04316	41.8417	-78.4283					1975-10-04T00:00Z	4	10	1975	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 36873					McGeehan, L. T. (Larry T.) & McGeehan, D. M.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868397919	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__37149	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Sinnemahoning Portage Creek, 2 mi N of Emporium, 2.2 mi NE of Emporium, Shippen township	5ffa575c-fcd4-4583-9611-545f67b04316	41.5343	-78.2131					1976-03-23T00:00Z	23	3	1976	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 37149					McGeehan, L. T. (Larry T.)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868401596	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__42306	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Honey Creek at S.R. 39 bridge; 4.5 mi SE of Mt. Vernon; 6.2 mi NW of Aurora	5ffa575c-fcd4-4583-9611-545f67b04316	37.0444	-93.7842					1973-09-14T00:00Z	14	9	1973	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 42306		C., T. M.			Stansbery, D. (David), Stein, C. B. (Carol B.) & Borror, K. G. (Kathy G.)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868401878	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__42693	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Walnut Creek @ SR 36 bridge; 1.7 mi E of Bainbridge, Indiana	5ffa575c-fcd4-4583-9611-545f67b04316	40.0003	-86.2503					1968-11-27T00:00Z	27	11	1968	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 42693		C., T. M.			Stein, C. (Carol)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868403510	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__4513	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Greenville Creek, Sec 26 of Newberry township, ~2.3 mi SE of Bradford, Newberry township	5ffa575c-fcd4-4583-9611-545f67b04316	40.1143	-84.4028					1941-04-12T00:00Z	12	4	1941	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 4513					Bube, O. E. (Ohmer E.)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868405942	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__48730	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lake Erie, Grand River at Rte 528 bridge, 2.2 mi S of Madison, Oh.	5ffa575c-fcd4-4583-9611-545f67b04316	40.8424	-83.3044					1977-08-29T00:00Z	29	8	1977	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 48730					Coburn, M. (Miles), White, A. (Andrew) & Caroots, M. (Mark)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868405978	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__4875	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Meander Creek, 1mi east of Ellsworth., ~5.3 mi W of Canfield, Ellsworth township	5ffa575c-fcd4-4583-9611-545f67b04316	41.0245	-80.8374					1942-05-07T00:00Z	7	5	1942	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 4875					Trautman, M. B. (Milton Bernard)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868407650	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__52084	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Lake Erie, South Bass Island at Perry's Beach.	5ffa575c-fcd4-4583-9611-545f67b04316	40.8424	-83.3044					1982-07-09T00:00Z	9	7	1982	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 52084					Cavender, T. M. (Ted M.) & Thrush, D. (Dave)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868407660	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__51991	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Russel Fork, 300 yds below railroad crossing along SR 80, at village of Road Junction KY	5ffa575c-fcd4-4583-9611-545f67b04316	37.358	-82.3931					1982-07-18T00:00Z	18	7	1982	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 51991		C., T. M.			McGeehan, L. T. (Larry T.) & Carter, G. R.			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868408190	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__532	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides	blennioides	SUBSPECIES	Etheostoma blennioides blennioides Rafinesque, 1819	US	Clear Fork Mohican River, within Hanover township, near Perrysville, Hanover township	5ffa575c-fcd4-4583-9611-545f67b04316	40.6124	-82.3153					1939-09-09T00:00Z	9	9	1939	6169015	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 532					Trautman, M. B. (Milton Bernard)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868409501	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__54707	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Big Piney River @ 2.5 mi E of Big Piney	5ffa575c-fcd4-4583-9611-545f67b04316	37.6656	-92.05					1980-07-29T00:00Z	29	7	1980	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 54707		C., T. M.			Pflieger, W. (William), Olson, S. & Gray, M. (Mike)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868410565	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__56594	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Paint Rock River @ RM 10.5-16.0	5ffa575c-fcd4-4583-9611-545f67b04316	34.3561	-86.3547					1981-09-09T00:00Z	9	9	1981	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 56594		C., T. M.						2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
868411060	813b435e-f762-11e1-a439-00145eb45e9a	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__57117	Animalia	Chordata	Actinopterygii	Perciformes	Percidae	Etheostoma	Etheostoma blennioides		SPECIES	Etheostoma blennioides Rafinesque, 1819	US	Muskingum River, below Beverly Lock and Dam, at Beverly OH, Waterford township	5ffa575c-fcd4-4583-9611-545f67b04316	39.5529	-81.6467					1983-08-19T00:00Z	19	8	1983	2382397	2382397	PRESERVED_SPECIMEN	Ohio State University - Fish Division, Columbus, OH (OSUM)	Fishes	OSUM 57117					Rice, D. (Dan) & Barnes, M. (Mark)			2015-11-30T22:40Z		GEODETIC_DATUM_ASSUMED_WGS84
